Customer ID,PredictedLTV
17777.0,655.556
16719.0,3924.766
12546.0,1133.6228
17484.0,196.60088
17207.0,313.99097
17733.0,700.69995
14713.0,4943.0493
13976.0,1186.2584
18163.0,730.7095
14570.0,634.5562
14198.0,1680.7096
17767.0,399.29233
15693.0,47.60453
18104.0,640.4899
15317.0,119.64875
15909.0,188.65718
14015.0,907.39655
15673.0,6009.5146
16468.0,757.0501
17292.0,281.08728
15064.0,1222.9536
15016.0,623.4846
18213.0,236.55228
12756.0,108.34503
14682.0,1532.4976
14504.0,703.6492
14699.0,718.9728
13614.0,2386.3096
14460.0,1243.6277
13351.0,370.42105
13396.0,1372.7502
12568.0,62.477158
12369.0,1803.8882
15425.0,1853.7717
13832.0,603.62695
17168.0,395.64786
16702.0,1117.7076
17342.0,1204.669
15083.0,87.90157
16851.0,353.61896
15038.0,1319.2958
14584.0,1718.5889
17459.0,677.23737
13003.0,199.74129
17676.0,2739.193
14373.0,79.74518
13228.0,354.7454
15448.0,820.74744
17554.0,1888.9257
13576.0,11456.874
17166.0,196.94568
17851.0,1521.0024
14950.0,365.3671
17143.0,919.9696
16677.0,876.9149
13784.0,2962.637
14064.0,3453.514
17588.0,2985.0151
16199.0,965.769
15003.0,1087.2982
16908.0,252.26352
15170.0,79.31124
13404.0,243.85954
12854.0,2989.8848
14140.0,947.092
14899.0,1363.2528
14472.0,2041.6124
15117.0,2713.3489
16081.0,4578.389
17093.0,236.59422
14623.0,2101.8962
15094.0,98.91365
16168.0,9031.236
16093.0,12.670905
16335.0,2720.1313
16191.0,15773.029
16563.0,4413.4634
17185.0,249.20699
15985.0,2558.9536
13134.0,2538.872
14008.0,509.22525
15181.0,1242.3224
13698.0,448.19635
16835.0,1509.159
14836.0,122.90767
15777.0,1959.4381
14261.0,1133.6228
13158.0,1453.805
13733.0,496.06668
15211.0,1238.653
14149.0,489.61505
17070.0,413.68784
13529.0,293.31497
13163.0,16.932646
16833.0,2525.9944
15226.0,147.73763
12426.0,1370.1523
13469.0,81.24526
17269.0,497.80405
14156.0,180015.27
17813.0,1808.2911
16950.0,3791.7512
12580.0,1033.4156
15986.0,347.8346
15269.0,1215.0922
16730.0,761.40466
17748.0,355.22134
14170.0,634.59814
16311.0,621.24384
17638.0,848.0691
14264.0,1532.4976
13096.0,416.00104
15807.0,1838.8252
15797.0,2932.5322
18059.0,303.68848
13707.0,3417.819
13521.0,1081.6097
16040.0,2379.9385
15131.0,79.31124
16781.0,916.6959
17898.0,228.9431
12643.0,8238.399
16618.0,2673.9585
17833.0,335.03305
14144.0,28.186327
14742.0,582.09766
14155.0,116.718
17601.0,404.0099
18049.0,564.7361
14895.0,24452.393
18179.0,2720.418
16053.0,3753.226
12882.0,1572.6957
15560.0,150.9409
15501.0,399.13803
13570.0,251.84262
14556.0,833.53796
17105.0,675.282
16332.0,2035.8187
12975.0,2088.8123
14979.0,437.70502
14830.0,208.4873
14102.0,1361.2743
17283.0,188.43161
16178.0,603.3862
12610.0,2091.1619
12504.0,764.98145
14582.0,112.838104
16969.0,651.4891
16901.0,208.1425
13313.0,3478.326
17952.0,826.68195
12448.0,488.3251
13686.0,415.05176
16896.0,92.01315
16327.0,11098.057
15023.0,11366.835
13260.0,562.4746
15092.0,756.8366
16955.0,1407.2433
13395.0,1194.2123
14012.0,328.53088
13849.0,3542.6255
13462.0,1175.2036
15421.0,3560.8318
17965.0,7730.205
12524.0,11392.789
15837.0,810.61395
15574.0,1532.4976
16197.0,2070.2944
13456.0,1723.2605
18002.0,236.40465
18256.0,111.71067
17094.0,399.09607
14667.0,23161.451
15234.0,208.10056
13643.0,2159.756
12503.0,1150.6616
16987.0,2489.2422
12774.0,92.01315
17886.0,1525.0054
14322.0,485.1513
14758.0,2884.8833
16593.0,1091.4705
17086.0,2070.0544
15413.0,6442.634
17254.0,473.33746
16211.0,1086.7118
12878.0,848.02716
16229.0,2928.3318
16404.0,497.30777
17473.0,604.9968
13884.0,1950.1951
16183.0,1094.482
16767.0,7964.4478
12479.0,465.72803
18225.0,14101.657
12749.0,6442.013
12514.0,1608.2423
13868.0,4433.06
15834.0,3617.675
16339.0,111.66872
13907.0,135.85521
13865.0,511.15707
13988.0,4758.0225
16540.0,234.20103
14681.0,862.29004
13873.0,1077.7482
13927.0,750.15155
15261.0,1464.3867
18183.0,623.7092
13693.0,2048.4517
12586.0,1998.2716
13330.0,2947.8958
13997.0,383.85712
13974.0,700.69995
14332.0,1908.1595
13797.0,1197.4995
16852.0,147.40851
13305.0,4066.992
14027.0,92.357956
12515.0,377.76624
18272.0,4534.1978
16242.0,7512.1484
15005.0,17716.752
14319.0,502.22595
14034.0,649.7744
18168.0,4067.2627
13629.0,14226.505
17902.0,223.59187
14646.0,206131.97
12427.0,1113.8135
12693.0,1650.6677
14109.0,139.37653
14671.0,1122.8602
17537.0,940.21466
17385.0,256.6652
13399.0,240.14508
12741.0,399.13803
17478.0,1267.0232
15973.0,1016.7022
14022.0,820.74744
12925.0,761.4238
15576.0,852.6595
16542.0,248.62683
18046.0,188.43161
13915.0,62.477158
16634.0,1746.3302
16774.0,1531.621
15585.0,495.0206
16937.0,208.1425
14279.0,191.53531
14312.0,2962.662
13285.0,3461.8528
12935.0,4177.097
16552.0,448.1544
12655.0,256.5109
18279.0,234.79486
13897.0,1126.4795
13537.0,757.7345
13162.0,8426.218
13771.0,5813.8477
17956.0,14.239552
12892.0,256.5109
15948.0,1598.0723
16688.0,1230.7606
14535.0,6029.8594
16479.0,291.7072
15613.0,439.33118
15727.0,9506.866
15536.0,256.5109
13161.0,492.11197
15508.0,995.59973
12360.0,4160.0537
16193.0,623.7092
18101.0,618.2643
15339.0,1941.293
15342.0,403.23694
14987.0,1688.9512
14400.0,1734.1802
12412.0,2726.608
16629.0,403.5759
13725.0,1920.8973
16837.0,3014.7551
14030.0,8014.256
16870.0,462.84772
15487.0,234.79486
13025.0,321.38812
12787.0,896.56244
14991.0,315.05557
14502.0,2444.9985
12435.0,14063.761
16312.0,170.18665
13102.0,12705.759
17752.0,79.26929
12666.0,1229.3789
13737.0,332.08145
16949.0,1429.0619
17169.0,1126.4795
15070.0,833.53796
16964.0,196.60088
13622.0,665.68
15857.0,571.3175
13581.0,281.04532
17226.0,887.6944
17577.0,340.37457
12719.0,591.0593
15793.0,2322.2346
12902.0,135.81326
16653.0,1244.4246
13390.0,489.06595
13004.0,12123.165
17460.0,2112.75
14816.0,284.09427
15641.0,5212.812
12698.0,333.69205
15318.0,328.0756
17018.0,2244.8416
12528.0,1826.4813
17753.0,402.7899
14496.0,2541.176
17118.0,158.13786
14961.0,15529.763
14463.0,825.07135
16892.0,824.00525
13488.0,16472.297
15175.0,228.8997
17179.0,1532.4976
12606.0,15.565431
12626.0,6438.3677
13445.0,255.7973
12545.0,1019.75745
13138.0,1458.2559
17883.0,951.47864
17914.0,338.78717
13434.0,1618.5393
12886.0,1433.2832
12849.0,3061.8042
16433.0,373.61746
16732.0,4555.368
13909.0,289.1848
16890.0,279.70593
13995.0,3924.766
17462.0,697.19684
18091.0,355.22134
16946.0,1267.3069
13349.0,257.44153
15188.0,320.4755
12361.0,511.9114
15276.0,703.6492
14234.0,764.98145
16224.0,1619.3601
15683.0,499.93243
15575.0,26.200968
16410.0,133.69409
14909.0,1341.7627
14845.0,147.77957
17522.0,1136.8113
16325.0,3495.4133
17829.0,4947.231
14467.0,2210.115
14785.0,96.82997
16918.0,3195.223
15778.0,313.99097
16141.0,960.37524
17651.0,5745.4487
13555.0,8615.07
15303.0,1212.315
16029.0,106064.94
16524.0,293.79092
14894.0,1645.4293
16107.0,3200.169
13596.0,705.7536
17358.0,850.68665
13649.0,1606.3864
16342.0,387.7004
14596.0,234.20103
15674.0,7354.179
16244.0,2746.0232
14783.0,313.99097
15127.0,750.9723
17870.0,3089.6692
14720.0,651.62585
15313.0,50.91021
15472.0,365.1263
12354.0,1112.0563
14592.0,572.0263
14822.0,158.17981
17271.0,213.05634
17068.0,9592.607
15255.0,3708.1333
12384.0,593.36237
12577.0,1662.6848
18210.0,2710.8787
12948.0,2366.152
13416.0,915.55945
15599.0,1235.6504
16622.0,234.81332
13713.0,761.0599
12721.0,3853.2842
15056.0,133.69409
12910.0,5818.709
12379.0,1629.8944
16555.0,1824.2213
12391.0,2868.4614
13659.0,4829.792
14609.0,1545.426
13841.0,81.20331
14640.0,3735.2205
14546.0,5162.7603
13757.0,208.1425
18096.0,1748.1675
14807.0,501.54303
17335.0,501.54303
12672.0,415.25647
17693.0,206.53189
14791.0,313.99097
15273.0,234.20103
16237.0,135.85521
16473.0,483.5407
14849.0,15668.737
15118.0,254.18675
17194.0,816.55023
16647.0,542.00696
16724.0,145.29015
14719.0,1512.065
12971.0,19395.697
13114.0,236.59422
16772.0,3795.815
14675.0,1032.2705
14812.0,184.11612
14896.0,2142.8914
13560.0,172.5602
14132.0,3551.2136
13542.0,4415.6025
15957.0,915.55945
14948.0,1116.056
17789.0,399.09607
15218.0,11077.624
16460.0,816.93695
14837.0,3388.9421
13322.0,206.7727
15078.0,17784.264
15271.0,4847.9756
18243.0,509.22525
17839.0,334.03683
18078.0,827.78107
12671.0,2447.0447
14446.0,1249.8856
16658.0,778.68005
16738.0,14.239552
16855.0,343.05597
13268.0,2999.2566
15663.0,134.2446
15080.0,547.7903
16379.0,2189.4983
14333.0,408.95438
16259.0,361.65665
16227.0,1014.89655
14085.0,10317.414
18247.0,833.53796
18015.0,124.42967
17677.0,36638.05
14185.0,208.10056
16218.0,4544.951
17427.0,86.09954
15847.0,831.88837
16393.0,5779.8267
12758.0,9851.556
17009.0,255.7973
16043.0,1803.92
17860.0,1032.2325
14091.0,7358.4897
16420.0,79.78713
17585.0,2144.15
14334.0,4254.2964
16249.0,1834.9297
17989.0,234.20103
15938.0,899.5471
14656.0,829.933
15281.0,8374.618
15082.0,92.82147
14031.0,35949.87
17877.0,234.98361
17668.0,335.9521
12947.0,1822.2659
15344.0,537.6861
12363.0,546.1797
17844.0,50.91021
12587.0,145.77174
16495.0,671.93243
14184.0,498.37027
16992.0,5716.19
12813.0,1744.9762
12644.0,1877.2938
15648.0,675.282
15618.0,766.69617
14473.0,238.75542
12410.0,1000.2576
13055.0,2270.838
16585.0,340.37457
14578.0,166.68817
16733.0,256.5109
13900.0,1586.0537
16683.0,320.99924
13951.0,670.7238
12431.0,10852.585
14017.0,234.20103
17971.0,163.336
18004.0,167.04813
14526.0,256.5109
15748.0,634.94293
13775.0,1042.095
14258.0,33255.684
12953.0,808.3543
12680.0,894.22363
16636.0,3809.941
13504.0,306.92
13684.0,583.92035
18030.0,245.94212
14095.0,15.565431
17756.0,761.0599
13030.0,1235.6682
13092.0,2193.0986
12594.0,5024.054
18215.0,2158.4626
16698.0,1858.7268
14983.0,184.11612
13926.0,239.22513
16982.0,384.28003
17468.0,228.21375
13800.0,1784.0231
18150.0,565.915
17809.0,9293.233
15240.0,4341.0107
14947.0,1075.0801
13389.0,758.1632
16217.0,293.74896
17927.0,306.57523
15637.0,789.56165
15177.0,974.7695
12662.0,6976.1123
16780.0,632.98755
13878.0,2388.6506
12496.0,71.01664
13518.0,698.3802
17297.0,132.3243
12637.0,8347.801
12801.0,1155.7563
13691.0,213.05634
17796.0,1354.6874
14153.0,236.59422
17992.0,256.5109
17327.0,150.9409
14776.0,3597.753
13402.0,1503.301
16728.0,1031.4784
16913.0,416.6204
15097.0,903.52295
18249.0,87.862976
17411.0,1396.6609
13032.0,2956.6968
14834.0,2251.1553
14673.0,3373.4111
13156.0,1654.2266
15520.0,335.52057
16546.0,5991.266
17380.0,651.1443
13151.0,2376.7012
16556.0,7907.773
15319.0,208.10056
17671.0,2205.3835
12729.0,496.4149
15146.0,1292.563
15863.0,281.75034
12770.0,3313.1877
13145.0,1310.5968
14097.0,404.05185
13523.0,4799.6367
15634.0,563.3662
12471.0,37656.953
12449.0,4765.026
14853.0,1368.4877
15236.0,327.23593
13678.0,234.98361
15076.0,1395.2637
14113.0,7515.9634
13592.0,191.24394
14532.0,3892.903
17021.0,1189.4902
12482.0,25392.203
15385.0,915.55945
17861.0,5179.173
13045.0,814.98157
15205.0,673.527
15377.0,1204.669
17714.0,1398.461
14243.0,7956.7505
16844.0,604.9968
15714.0,785.8636
14597.0,2191.2925
15565.0,174.18558
14970.0,4826.061
15901.0,712.50836
16061.0,87.94353
14250.0,1979.1256
17263.0,60.866558
16532.0,6952.0464
17317.0,2347.4968
12491.0,496.97598
12728.0,1140.7236
13977.0,477.01413
13379.0,572.0263
15589.0,468.78726
12468.0,3745.4854
12960.0,1352.484
16541.0,419.73618
15029.0,359.11685
12766.0,9251.043
14537.0,624.09595
14560.0,7411.2456
17540.0,1529.0724
17704.0,947.2419
16608.0,1267.0232
17363.0,915.21466
14749.0,320.4755
16157.0,651.2985
13432.0,415.29843
12595.0,307.58456
17703.0,1094.482
16254.0,1016.7442
12795.0,436.28467
13230.0,6004.668
15915.0,419.73618
13502.0,789.4694
14811.0,167.09007
15195.0,20677.277
15786.0,7459.9854
17374.0,761.01794
17426.0,7499.6787
14929.0,843.00214
15604.0,223.93668
14668.0,111.71067
12762.0,1746.6011
13159.0,1419.923
17954.0,3871.6897
17890.0,607.32355
13216.0,334.35724
13634.0,5316.8643
16441.0,1091.7949
14059.0,184.07417
14229.0,2507.5571
14598.0,373.61746
12938.0,112.838104
16493.0,2135.2517
14602.0,208.1425
18128.0,416.00104
13847.0,320.4755
18081.0,347.25302
15328.0,110.92593
14484.0,1031.4784
14106.0,223.59187
17911.0,365.89426
16170.0,7036.0205
12555.0,119.64875
15964.0,285.70486
16584.0,3239.0408
12773.0,119.49651
17354.0,3225.603
13358.0,437.66306
17571.0,1768.0405
13279.0,135.37924
17909.0,133.69409
13062.0,338.4516
15643.0,649.5337
15966.0,419.73618
13965.0,1016.7442
14641.0,110.340866
16000.0,32112.494
15411.0,1340.5364
15075.0,814.65674
13844.0,356.86557
15289.0,1516.0948
15711.0,404.05185
15284.0,28.186327
12785.0,1093.1925
16829.0,499.93243
15061.0,187167.1
12454.0,12006.515
12375.0,438.8983
17037.0,1254.607
15497.0,8462.66
15389.0,2639.67
17900.0,120.68299
12933.0,1666.7518
18165.0,313.58054
15700.0,702.77203
17162.0,1696.0177
15899.0,111.66872
16697.0,111.66872
17415.0,454.09714
13106.0,605.7549
17624.0,1580.0243
13115.0,5373.654
16721.0,306.53326
17854.0,1089.3457
15156.0,923.02136
18160.0,1000.6445
17542.0,346.86627
13317.0,6336.514
13558.0,583.3028
13903.0,164.53442
15605.0,1979.4858
17508.0,4638.8726
16122.0,991.2967
17835.0,350.00403
13405.0,1192.6724
12437.0,12974.57
13097.0,12893.004
13899.0,373.42697
13241.0,115.710365
18014.0,167.43488
12973.0,385.61194
12416.0,208.1425
13761.0,1914.4396
15731.0,119.64875
16763.0,962.13025
13245.0,1025.1559
12640.0,1205.9556
18032.0,69.83673
12793.0,1010.891
12816.0,571.0768
17247.0,302.805
15417.0,496.44534
14393.0,62.435204
18110.0,413.92862
15785.0,6204.498
16679.0,757.48413
12926.0,1540.3105
14462.0,2217.4495
12592.0,2609.8147
16488.0,508.9793
12715.0,341.91342
15545.0,415.64322
16016.0,2489.2422
16200.0,5782.374
17880.0,816.55023
13931.0,5199.309
18220.0,1819.028
16747.0,843.00214
13580.0,110.92593
16670.0,8071.576
16773.0,417.00714
13945.0,848.0691
12904.0,500.17322
14452.0,704.05914
17981.0,251.88457
15154.0,1359.2439
16839.0,20186.008
14414.0,2300.6218
14180.0,7468.8853
15759.0,875.1397
17988.0,750.10706
17110.0,507.02393
17879.0,177.85341
12498.0,415.29254
13547.0,172.79799
14309.0,3841.6687
15971.0,5805.126
16513.0,899.12775
15816.0,149.49217
15054.0,293.94522
15924.0,92.01315
13685.0,3202.2373
15301.0,7780.037
13534.0,8012.725
17047.0,2241.131
13098.0,35244.426
15018.0,634.94293
16862.0,703.3044
13407.0,2037.4113
16590.0,604.9968
16255.0,4907.314
13934.0,915.9653
18200.0,161.72539
14037.0,791.6495
12839.0,10359.613
17437.0,371.75296
15331.0,757.52606
12819.0,498.95618
16466.0,3529.9468
16759.0,757.89
15955.0,8662.126
14994.0,926.6364
14777.0,313.99097
17359.0,281.84207
12701.0,2541.7617
12598.0,4513.223
12532.0,339.09464
16784.0,848.9601
13454.0,223.59187
14377.0,621.0031
15805.0,9084.29
12574.0,223.54993
17062.0,1188.2998
13536.0,3369.3904
16314.0,1662.2556
13233.0,1176.2133
15744.0,27.710365
14697.0,180.86333
17757.0,14135.235
13929.0,3547.7124
15467.0,530.8803
17797.0,1887.78
13851.0,4594.4097
15931.0,251.88457
16067.0,3388.2126
16082.0,110.92593
12639.0,1278.3527
14587.0,1694.3333
12898.0,305.30133
16696.0,701.6938
13489.0,467.81293
13812.0,539.33746
16044.0,335.03305
17895.0,89.57758
17627.0,306.57523
13871.0,8105.8916
17791.0,111.27073
14065.0,880.1298
15739.0,488.3251
17869.0,1034.992
17106.0,489.79227
16914.0,213.40114
16539.0,3729.7222
14965.0,605.7549
15302.0,313.99097
16471.0,1188.968
13923.0,339.09464
13573.0,870.7409
17953.0,163.336
14515.0,3828.4397
12962.0,274.65237
14361.0,223.59187
14111.0,711.7869
13433.0,703.3044
16286.0,338.6442
17323.0,1728.3667
15404.0,256.5109
15039.0,26532.453
12853.0,3964.712
13764.0,2978.6707
18154.0,870.61584
13549.0,1073.7731
16999.0,500.47845
15386.0,390.64758
14642.0,89.57758
17884.0,2958.856
16062.0,3013.972
17977.0,1530.961
12453.0,693.5523
17346.0,5004.195
15212.0,196.55893
17316.0,119.49651
14464.0,126.92363
16483.0,137.6274
13544.0,793.6262
13481.0,3814.2803
18068.0,91.9712
13443.0,1405.1958
16104.0,2934.954
16092.0,1523.0499
16882.0,682.7321
17498.0,285.2289
16641.0,563.1255
16941.0,26.200968
15412.0,188.65718
17413.0,564.7361
15699.0,319.10568
13533.0,238.53447
16246.0,822.1846
